text	entities
One	O
of	O
the	O
passengers	O
,	O
French	O
Foreign	LOCATION
Trade	O
Minister	LOCATION
Anne	COUNTRY
-	O
Marie	O
Idrac	COUNTRY
,	O
called	O
it	O
a	O
historic	O
day	O
for	O
cooperation	O
between	O
France	O
and	O
Iraq	COUNTRY
.	O
""""	O
Regular	O
service	O
between	O
Paris	LOCATION
and	O
Baghdad	LOCATION
is	O
not	O
expected	O
to	O
start	PERSON
for	O
at	O
least	O
several	O
weeks	O
.	O
Aigle	O
Azur	ORGANISATION
is	O
just	O
one	O
of	O
a	O
number	O
of	O
airlines	O
to	O
start	PERSON
flying	O
to	O
Baghdad	LOCATION
.	O
""""	O
Etihad	O
and	O
Emirates	O
airlines	O
,	O
both	O
operating	O
out	O
of	O
the	O
United	COUNTRY
Arab	O
Emirates	O
,	O
started	O
flying	O
to	O
Baghdad	LOCATION
earlier	ATTACKS
this	O
year	O
.	O
""""	O
""""	O
A	O
new	O
government	O
report	O
shows	O
U.S.	COUNTRY
businesses	ORGANISATION
added	ATTACKS
a	O
moderate	O
1,11,000	QUANTITY
new	O
jobs	O
in	O
January	ARMY
.	O
""""	O
The	O
Labor	O
Department	O
Friday	DAY
issued	O
a	O
report	O
that	O
also	O
showed	O
the	O
U.S.	COUNTRY
unemployment	O
rate	O
increased	O
for	O
the	O
first	O
time	O
in	O
three	QUANTITY
months	O
-	O
to	O
4.6	QUANTITY
percent	O
.	O
""""	O
According	O
to	O
the	O
report	O
,	O
American	COUNTRY
workers	O
earned	O
an	O
average	O
of	O
$	O
17.09	O
an	O
hour	O
in	O
January	ARMY
-	O
a	O
slight	O
increase	O
from	O
the	O
previous	O
month	O
.	O
""""	O
Analysts	O
say	O
the	O
Department	O
of	O
Labor	O
report	O
will	O
help	O
ease	O
worries	O
that	O
a	O
tight	O
labor	O
market	O
will	O
significantly	ATTACKS
inflate	O
wages	O
and	O
costs	O
.	O
""""	O
Earlier	ORGANISATION
this	O
week	O
,	O
the	O
U.S.	COUNTRY
central	O
bank	O
decided	O
to	O
maintain	O
a	O
key	O
interest	O
rate	O
,	O
despite	O
the	O
risk	O
of	O
inflation	O
.	O
""""	O
Venezuelan	O
President	O
Hugo	O
Chavez	ORGANISATION
has	O
denounced	O
Colombia	O
's	O
defense	O
minister	O
as	O
an	O
obstacle	O
to	O
peace	O
and	O
a	O
pawn	O
of	O
the	O
United	COUNTRY
States	O
.	O
Mr.	LOCATION
Chavez	ORGANISATION
reacted	O
sharply	O
Sunday	DAY
to	O
the	O
defense	O
minister	O
's	O
remarks	O
about	O
a	O
meeting	O
between	O
Mr.	LOCATION
Chavez	ORGANISATION
and	O
Colombian	LOCATION
President	O
Alvaro	O
Uribe	O
.	O
The	O
two	QUANTITY
presidents	GOVERNMENT
met	O
Friday	DAY
to	O
try	O
to	O
mend	O
ties	O
between	O
their	O
countries	O
.	O
""""	O
After	O
the	O
meeting	O
,	O
Colombian	LOCATION
Defense	O
Minister	LOCATION
Juan	COUNTRY
Manuel	O
Santos	LOCATION
said	O
he	O
hoped	O
Venezuela	O
would	O
follow	O
through	O
with	O
promises	O
made	O
during	O
the	O
meeting	O
.	O
""""	O
""""	O
During	O
a	O
televised	O
speech	O
Sunday	DAY
,	O
Mr.	LOCATION
Chavez	ORGANISATION
called	O
on	O
President	O
Uribe	O
to	O
put	O
his	O
defense	O
minister	O
in	O
his	O
place	O
.	O
""""	O
Tensions	O
between	O
the	O
two	QUANTITY
countries	O
rose	O
in	O
March	O
when	O
Colombia	O
attacked	O
a	O
rebel	O
camp	ATTACKS
in	O
Ecuador	O
.	O
Venezuela	O
responded	ATTACKS
by	O
sending	O
troops	ARMY
to	O
the	O
Colombian	LOCATION
border	O
.	O
""""	O
China	O
has	O
lashed	O
out	O
at	O
a	O
U.S.	COUNTRY
report	O
critical	O
of	O
Chinese	O
policies	O
on	O
religious	O
freedom	O
,	O
saying	O
such	O
criticism	O
could	O
harm	ATTACKS
U.S.	COUNTRY
-	O
China	O
relations	O
.	O
""""	O
""""	O
In	O
its	O
annual	TIME
report	O
issued	O
Wednesday	DAY
,	O
the	O
U.S.	COUNTRY
Commission	LOCATION
on	O
International	O
Religious	O
Freedom	O
said	O
China	O
continues	O
to	O
be	O
responsible	O
for	O
pervasive	GOVERNMENT
and	O
severe	O
violations	O
of	O
religious	O
freedom	O
,	O
regularly	O
imprisoning	O
and	O
harassing	O
religious	O
leaders	O
and	O
practitioners	GOVERNMENT
.	O
""""	O
In	O
a	O
statement	O
Saturday	DAY
Chinese	O
Foreign	LOCATION
Ministry	COUNTRY
spokesman	O
Liu	COUNTRY
Jianchao	COUNTRY
accused	O
the	O
U.S.	COUNTRY
body	O
of	O
attempting	O
to	O
interfere	O
with	O
Chinese	O
internal	O
affairs	ATTACKS
under	O
the	O
guise	O
of	O
religious	O
freedom	O
.	O
He	O
said	O
such	O
criticism	O
runs	O
counter	O
to	O
the	O
good	O
development	O
of	O
U.S	O
-	O
China	O
relations	O
.	O
""""	O
Liu	COUNTRY
said	O
China	O
protects	O
the	O
religious	O
freedom	O
of	O
Chinese	O
citizens	O
according	O
to	O
law	GOVERNMENT
,	O
and	O
that	O
citizens	O
enjoy	O
full	O
freedom	O
of	O
religion	O
.	O
""""	O
""""	O
China	O
's	O
communist	O
government	O
allows	O
worship	O
only	O
in	O
state	O
-	O
approved	O
and	O
state	O
-	O
monitored	O
churches	O
,	O
temples	O
and	O
mosques	O
.	O
""""	O
People	O
who	O
worship	O
in	O
unauthorized	O
ways	O
are	O
subject	O
to	O
arrest	ATTACKS
.	O
""""	O
President	O
Bush	O
has	O
issued	O
14	O
pardons	O
to	O
convicted	O
criminals	O
,	O
and	O
has	O
commuted	O
the	O
prison	O
sentences	O
of	O
two	QUANTITY
others	QUANTITY
.	O
""""	O
""""	O
The	O
pardons	O
,	O
announced	O
Monday	DAY
,	O
include	O
no	O
high	O
-	O
profile	O
names	O
.	O
""""	O
""""	O
They	O
were	O
for	O
people	O
convicted	O
of	O
such	O
acts	O
as	O
bank	O
embezzlement	O
,	O
making	O
FALSE	ORGANISATION
statements	PERSON
to	O
the	O
federal	O
government	O
,	O
unlawfully	O
killing	O
wildlife	O
,	O
and	O
committing	O
drug	COMPOUND
offenses	O
.	O
""""	O
""""	O
Including	O
Monday	DAY
's	O
actions	O
,	O
Mr.	LOCATION
Bush	O
has	O
granted	O
171	O
pardons	O
and	O
commuted	O
eight	O
sentences	O
while	O
U.S.	COUNTRY
president	PERSON
.	O
""""	O
""""	O
Pardons	O
are	O
one	O
of	O
the	O
president	PERSON
's	O
absolute	O
powers	PERSON
,	O
and	O
in	O
recent	O
years	O
it	O
has	O
become	O
typical	O
for	O
the	O
president	PERSON
to	O
issue	PERSON
pardons	O
as	O
he	O
prepares	O
to	O
leave	O
office	O
.	O
""""	O
""""	O
White	ORGANISATION
House	O
officials	O
say	O
he	O
made	O
the	O
pardon	GOVERNMENT
decisions	O
on	O
a	O
case	O
-	O
by	O
-	O
case	O
basis	O
,	O
and	O
will	O
continue	O
to	O
review	O
clemency	O
requests	O
.	O
""""	O
Uganda	COUNTRY
's	O
government	O
and	O
rebels	O
of	O
the	O
Lord	O
's	O
Resistance	O
Army	O
are	O
nearing	O
a	O
peace	O
deal	O
to	O
end	O
more	O
than	O
20	QUANTITY
years	O
of	O
conflict	O
.	O
Officials	O
close	O
to	O
the	O
negotiations	O
say	O
an	O
accord	O
signed	PERSON
Friday	DAY
provides	O
for	O
the	O
disarmament	O
and	O
demobilization	O
of	O
the	O
LRA	O
.	O
The	O
two	QUANTITY
sides	O
signed	PERSON
a	O
permanent	O
cease	O
-	O
fire	O
agreement	O
last	O
Saturday	DAY
during	O
peace	O
talks	O
in	O
Sudan	LOCATION
.	O
""""	O
However	O
,	O
there	O
is	O
still	O
uncertainty	O
the	O
rebels	O
will	O
sign	O
the	O
final	O
peace	O
deal	O
until	O
rebel	O
leader	O
Joseph	O
Kony	ORGANISATION
is	O
granted	O
immunity	O
from	O
international	O
prosecution	O
.	O
""""	O
Kony	ORGANISATION
is	O
one	O
of	O
five	QUANTITY
LRA	O
officials	O
sought	O
by	O
the	O
International	O
Criminal	O
Court	O
for	O
alleged	O
war	ATTACKS
crimes	O
.	O
LRA	O
fighters	ARMY
are	O
accused	O
of	O
murdering	O
thousands	QUANTITY
of	O
civilians	O
and	O
raping	O
and	O
mutilating	O
others	QUANTITY
during	O
the	O
long	O
insurgency	O
in	O
northern	O
Uganda	COUNTRY
.	O
World	O
number	O
one	O
men	O
's	O
tennis	O
player	O
Roger	O
Federer	O
has	O
been	O
nearly	O
unbeatable	O
in	O
the	O
past	PERSON
year	O
.	O
But	O
his	O
warmup	ATTACKS
for	O
the	O
Australian	ORGANISATION
Open	O
has	O
abruptly	O
ended	GOVERNMENT
with	O
a	O
rare	O
loss	O
.	O
The	O
Swiss	O
star	O
was	O
upset	O
Wednesday	DAY
by	O
German	O
Tommy	LOCATION
Haas	O
in	O
the	O
opening	O
match	ARMY
of	O
the	O
Kooyong	O
Classic	O
in	O
Melbourne	LOCATION
.	O
""""	O
Because	O
he	O
was	O
playing	O
in	O
exhibition	O
tournament	O
,	O
the	O
loss	O
will	O
not	O
count	O
on	O
his	O
Association	O
of	O
Tennis	ORGANISATION
Professionals	O
Tour	QUANTITY
record	O
.	O
""""	O
""""	O
The	O
41st	O
ranked	O
Haas	O
fended	O
off	O
three	QUANTITY
break	ATTACKS
points	O
while	O
serving	O
for	O
the	O
match	ARMY
and	O
closed	O
a	O
03	O
-	O
Jun	O
,	O
06	O
-	O
Apr	O
,	O
06	O
-	O
Apr	O
win	O
with	O
an	O
ace	O
.	O
""""	O
""""	O
Federer	O
said	O
he	O
is	O
completely	O
healthy	O
and	O
has	O
no	O
concerns	O
that	O
the	O
ankle	ATTACKS
problem	O
that	O
curtailed	O
his	O
last	O
season	O
would	O
flare	O
up	O
before	O
the	O
Australian	ORGANISATION
Open	O
,	O
which	O
starts	O
Monday	DAY
.	O
""""	O
The	O
European	LOCATION
Space	O
Agency	O
says	O
it	O
has	O
received	O
the	O
first	O
images	O
and	O
scientific	PERSON
readings	O
from	O
the	O
surface	PERSON
of	O
Saturn	ORGANISATION
's	O
moon	O
Titan	COUNTRY
.	O
Officials	O
at	O
agency	O
headquarters	O
in	O
Germany	ORGANISATION
Friday	DAY
say	O
information	O
taken	O
from	O
the	O
Huygens	O
space	O
probe	O
show	O
what	O
looks	O
like	O
drainage	O
channels	O
on	O
the	O
moon	O
.	O
They	O
say	O
the	O
surface	PERSON
has	O
canyons	O
that	O
were	O
most	O
likely	O
caused	O
by	O
some	O
type	O
of	O
liquid	O
.	O
The	O
space	O
probe	O
began	O
transmitting	O
data	O
to	O
the	O
Cassini	O
spacecraft	O
while	O
landing	O
on	O
Saturn	ORGANISATION
's	O
largest	O
moon	O
earlier	ATTACKS
Friday	DAY
.	O
""""	O
Scientists	PERSON
say	O
the	O
information	O
from	O
Huygens	O
-	O
operated	O
jointly	ATTACKS
by	O
the	O
American	COUNTRY
,	O
European	LOCATION
and	O
Italian	COUNTRY
space	O
agencies	O
-	O
may	O
provide	O
clues	O
about	O
how	O
primitive	O
Earth	O
evolved	O
into	O
a	O
life	O
-	O
bearing	O
planet	O
.	O
""""	O
""""	O
Ugandan	O
opposition	O
leader	O
Kizza	PERSON
Besigye	O
has	O
been	O
released	O
on	O
bail	O
,	O
after	O
a	O
judge	O
ruled	O
his	O
detention	O
by	O
the	O
military	ARMY
was	O
illegal	O
.	O
""""	O
Police	ARMY
fired	ATTACKS
tear	O
gas	O
to	O
disperse	O
hundreds	O
of	O
Dr.	GOVERNMENT
Besigye	O
's	O
supporters	O
who	O
took	QUANTITY
to	O
the	O
streets	O
in	O
Kampala	PERSON
after	O
his	O
release	O
Monday	DAY
.	O
""""	O
Uganda	COUNTRY
's	O
military	ARMY
had	O
detained	O
Dr.	GOVERNMENT
Besigye	O
since	O
November	COUNTRY
,	O
when	O
he	O
returned	O
from	O
self	O
-	O
imposed	O
exile	O
to	O
run	O
against	O
President	O
Yoweri	O
Museveni	LOCATION
in	O
next	O
month	O
's	O
presidential	O
election	ORGANISATION
.	O
""""	O
A	O
military	ARMY
tribunal	O
has	O
charged	O
Dr.	GOVERNMENT
Besigye	O
with	O
terrorism	O
and	O
possessing	O
illegal	O
weapons	O
.	O
""""	O
But	O
a	O
Ugandan	O
High	O
Court	O
Judge	O
,	O
John	COUNTRY
Bosco	O
Katutsi	TREATY
,	O
said	O
his	O
detention	O
was	O
illegal	O
because	O
the	O
High	O
Court	O
had	O
suspended	O
the	O
military	ARMY
trial	O
.	O
""""	O
""""	O
Dr.	GOVERNMENT
Besigye	O
still	O
faces	O
rape	O
charges	O
,	O
for	O
which	O
a	O
civilian	PERSON
trial	O
began	O
Monday	DAY
.	O
""""	O
""""	O
He	O
has	O
denied	O
all	O
the	O
charges	O
,	O
which	O
supporters	O
say	O
were	O
trumped	O
up	O
to	O
keep	O
him	O
from	O
running	O
for	O
president	PERSON
.	O
""""	O
U.S.	COUNTRY
President	O
Barack	O
Obama	O
says	O
improvements	O
in	O
the	O
American	COUNTRY
health	O
care	O
system	O
are	O
inevitable	O
.	O
""""	O
Mr.	LOCATION
Obama	O
made	O
his	O
comments	O
in	O
the	O
White	ORGANISATION
House	O
Rose	O
Garden	O
Monday	DAY
as	O
he	O
nominated	O
an	O
African	COUNTRY
-	O
American	COUNTRY
woman	O
,	O
Regina	O
Benjamin	LOCATION
,	O
to	O
become	O
the	O
U.S.	COUNTRY
Surgeon	LOCATION
General	O
.	O
""""	O
""""	O
The	O
president	PERSON
said	O
""""	O
""""	O
naysayers	PERSON
and	O
cynics	O
""""	O
""""	O
should	O
not	O
bet	O
against	O
the	O
passage	O
of	O
health	O
insurance	O
legislation	O
.	O
""""	O
He	O
also	O
said	O
inaction	O
on	O
the	O
issue	PERSON
is	O
not	O
an	O
option	O
.	O
Mr.	LOCATION
Obama	O
has	O
vowed	O
to	O
sign	O
a	O
health	O
care	O
bill	TREATY
into	O
law	GOVERNMENT
this	O
year	O
.	O
Democrats	GOVERNMENT
in	O
the	O
House	O
of	O
Representatives	O
say	O
they	O
are	O
nearly	O
ready	O
to	O
unveil	O
their	O
health	O
care	O
reform	O
plan	O
.	O
Controversy	O
over	O
extending	O
health	O
coverage	O
to	O
uninsured	O
Americans	COUNTRY
centers	PERSON
on	O
how	O
to	O
pay	O
for	O
it	O
.	O
It	O
is	O
expected	O
to	O
cost	O
$	O
1	QUANTITY
trillion	O
over	O
10	QUANTITY
years	O
.	O
World	O
Bank	O
member	O
nations	O
meeting	O
in	O
Washington	LOCATION
have	O
approved	O
a	O
debt	O
relief	O
plan	O
for	O
17	QUANTITY
African	COUNTRY
and	O
Latin	O
American	COUNTRY
countries	O
that	O
could	O
total	O
$	O
37	QUANTITY
billion	O
over	O
40	QUANTITY
years	O
.	O
""""	O
World	O
Bank	O
President	O
Paul	O
Wolfowitz	O
said	O
two	QUANTITY
-	O
thirds	O
of	O
the	O
bank	O
members	PERSON
have	O
now	O
approved	O
the	O
plan	O
,	O
meaning	O
the	O
bank	O
could	O
start	PERSON
forgiving	O
debts	O
in	O
July	ORGANISATION
.	O
""""	O
""""	O
The	O
move	O
follows	O
July	ORGANISATION
's	O
pledge	GOVERNMENT
from	O
the	O
wealthy	ATTACKS
G-8	O
countries	O
to	O
cancel	O
the	O
debt	O
of	O
the	O
world	O
's	O
poorest	O
countries	O
,	O
many	O
of	O
which	O
are	O
located	O
in	O
Africa	O
.	O
""""	O
""""	O
The	O
17	QUANTITY
countries	O
now	O
eligible	O
for	O
World	O
Bank	O
debt	O
relief	O
are	O
Benin	O
,	O
Bolivia	O
,	O
Burkina	QUANTITY
Faso	LOCATION
,	O
Ethiopia	O
,	O
Ghana	O
,	O
Guyana	O
,	O
Honduras	O
,	O
Madagascar	LOCATION
,	O
Mali	LOCATION
,	O
Mozambique	ORGANISATION
,	O
Nicaragua	O
,	O
Niger	O
,	O
Rwanda	O
,	O
Senegal	O
,	O
Tanzania	ORGANISATION
,	O
Uganda	COUNTRY
and	O
Zambia	ORGANISATION
.	O
""""	O
Iran	COUNTRY
has	O
closed	O
government	O
offices	O
and	O
schools	O
in	O
Tehran	LOCATION
for	O
two	QUANTITY
days	O
because	O
of	O
wind	O
-	O
blown	O
dust	O
that	O
has	O
polluted	O
the	O
capital	O
.	O
""""	O
Government	O
authorities	O
have	O
declared	O
Tuesday	DAY
and	O
Wednesday	DAY
a	O
public	PERSON
holiday	COUNTRY
,	O
and	O
Iranian	COUNTRY
media	O
say	O
many	O
domestic	O
airline	O
flights	O
have	O
been	O
canceled	O
.	O
""""	O
Medical	O
authorities	O
are	O
advising	O
people	O
with	O
heart	O
and	O
respiratory	O
problems	O
to	O
stay	O
inside	O
.	O
Iran	COUNTRY
's	O
Press	O
TV	ORGANISATION
says	O
Tehran	LOCATION
's	O
Air	EVENT
Quality	O
Control	O
Company	ORGANISATION
has	O
found	ATTACKS
the	O
amount	O
of	O
potentially	O
harmful	O
particulate	GOVERNMENT
in	O
the	O
air	O
has	O
reached	O
dangerous	O
levels	O
.	O
""""	O
The	O
dust	O
has	O
blown	O
in	O
from	O
Saudi	O
Arabia	O
and	O
neighboring	O
Iraq	COUNTRY
,	O
where	O
a	O
severe	O
sandstorm	O
recently	O
blanketed	O
the	O
capital	O
,	O
Baghdad	LOCATION
.	O
""""	O
""""	O
Sandstorms	O
can	O
be	O
caused	O
by	O
heavy	O
winds	O
blowing	O
across	O
deserts	O
,	O
or	O
across	O
land	O
that	O
has	O
lost	O
its	O
fertile	O
top	O
soil	O
and	O
greenery	O
.	O
""""	O
Shortly	ORGANISATION
before	O
midnight	O
a	O
suicide	QUANTITY
bomber	O
blew	O
himself	O
up	O
in	O
a	O
crowd	O
of	O
young	O
Israelis	O
waiting	O
to	O
get	O
into	O
a	O
beachfront	O
nightclub	O
in	O
Tel	O
Aviv	O
.	O
Israeli	COUNTRY
police	ARMY
say	O
the	O
bomber	O
was	O
spotted	O
and	O
prevented	O
from	O
entering	O
the	O
club	O
.	O
They	O
say	O
if	O
he	O
had	O
gotten	O
inside	O
the	O
carnage	O
would	O
have	O
been	O
even	GOVERNMENT
worse	O
.	O
It	O
is	O
unclear	O
who	O
was	O
behind	O
the	O
attack	O
with	O
major	O
Palestinian	COUNTRY
militant	ARMY
groups	O
saying	O
they	O
had	O
nothing	O
to	O
do	O
with	O
it	O
.	O
""""	O
A	O
statement	O
released	O
by	O
Palestinian	COUNTRY
President	O
Mahmoud	LOCATION
Abbas	O
in	O
Ramallah	O
vowed	O
to	O
track	O
down	O
and	O
punish	O
those	O
responsible	O
,	O
saying	O
this	O
was	O
an	O
attempt	O
to	O
sabotage	O
the	O
peace	O
process	O
.	O
""""	O
The	O
bombing	O
shatters	O
weeks	O
of	O
calm	PERSON
after	O
Mr.	LOCATION
Abbas	O
declared	O
a	O
truce	O
during	O
a	O
summit	O
with	O
Israeli	COUNTRY
Prime	O
Minister	LOCATION
Ariel	O
Sharon	O
in	O
Egypt	O
earlier	ATTACKS
this	O
month	O
.	O
Indonesian	O
officials	O
say	O
they	O
have	O
signed	PERSON
an	O
initial	O
agreement	O
with	O
Russia	O
to	O
build	O
a	O
space	O
launch	O
center	ORGANISATION
on	O
the	O
remote	O
island	O
of	O
Biak	LOCATION
off	O
the	O
coast	ARMY
of	O
Papua	O
New	O
Guinea	O
.	O
An	O
Indonesian	O
foreign	O
ministry	O
spokesman	O
says	O
senior	O
officials	O
from	O
both	O
countries	O
reached	O
the	O
preliminary	O
agreement	O
last	O
week	O
.	O
""""	O
They	O
say	O
the	O
island	O
is	O
well	O
-	O
suited	ATTACKS
for	O
the	O
project	O
because	O
of	O
its	O
proximity	O
to	O
the	O
equator	O
,	O
which	O
makes	O
it	O
easier	O
to	O
launch	O
satellites	O
into	O
some	O
Earth	O
orbits	O
.	O
""""	O
The	O
spokesman	O
says	O
a	O
formal	O
agreement	O
on	O
the	O
project	O
will	O
be	O
signed	PERSON
in	O
June	O
when	O
Indonesian	O
President	O
Susilo	LOCATION
Bambang	O
Yudhoyono	O
is	O
scheduled	O
to	O
visit	ARMY
Moscow	O
.	O
An	O
Algerian	O
man	O
goes	GOVERNMENT
on	O
trial	O
Monday	DAY
in	O
France	O
for	O
terrorist	O
attacks	ATTACKS
on	O
the	O
Paris	LOCATION
subway	O
in	O
1995	DATE
.	O
Prosecutors	O
say	O
Rachid	O
Ramda	O
helped	O
fund	O
at	O
least	O
three	QUANTITY
bombings	ATTACKS
on	O
the	O
Paris	LOCATION
metro	O
.	O
""""	O
If	O
he	O
is	O
convicted	O
,	O
Ramda	O
could	O
get	O
life	O
in	O
prison	O
.	O
""""	O
The	O
38	QUANTITY
-	O
year	O
-	O
old	O
is	O
already	O
serving	O
a	O
10	QUANTITY
-	O
year	O
sentence	O
in	O
France	O
after	O
he	O
was	O
convicted	O
last	O
year	O
on	O
terrorism	O
charges	O
.	O
Police	ARMY
say	O
Ramda	O
operated	O
from	O
London	COUNTRY
where	O
investigators	O
say	O
they	O
found	ATTACKS
evidence	O
that	O
he	O
sent	O
money	COMPOUND
to	O
terrorists	O
.	O
He	O
is	O
accused	O
of	O
helping	O
fund	O
attacks	ATTACKS
carried	O
out	O
by	O
an	O
Algerian	O
militant	ARMY
organization	O
the	O
Armed	O
Islamic	O
Group	O
.	O
British	O
police	ARMY
arrested	ATTACKS
Ramda	O
in	O
1995	DATE
.	O
He	O
fought	O
extradition	O
to	O
France	O
for	O
10	QUANTITY
years	O
.	O
""""	O
In	O
Monday	DAY
's	O
trial	O
,	O
Ramda	O
is	O
facing	O
charges	O
of	O
being	O
an	O
accomplice	O
to	O
at	O
least	O
three	QUANTITY
bombings	ATTACKS
on	O
the	O
Paris	LOCATION
subway	O
,	O
including	O
the	O
July	ORGANISATION
25	QUANTITY
,	O
1995	DATE
attack	O
that	O
killed	ATTACKS
eight	O
people	O
and	O
injured	O
more	O
than	O
150	O
.	O
""""	O
The	O
United	COUNTRY
Nations	O
says	O
Sudanese	O
refugees	O
have	O
begun	O
returning	O
from	O
the	O
Central	ORGANISATION
African	COUNTRY
Republic	O
under	O
a	O
new	O
deal	O
between	O
the	O
countries	O
and	O
the	O
U.N.	ORGANISATION
refugee	O
agency	O
.	O
""""	O
The	O
U.N.	ORGANISATION
says	O
the	O
deal	O
,	O
which	O
was	O
signed	PERSON
Wednesday	DAY
,	O
will	O
allow	O
some	O
16,000	QUANTITY
Sudanese	O
refugees	O
living	O
in	O
the	O
CAR	ORGANISATION
to	O
voluntarily	GOVERNMENT
return	O
home	O
.	O
""""	O
It	O
says	O
the	O
first	O
group	O
of	O
refugees	O
was	O
scheduled	O
to	O
fly	O
home	O
Thursday	DAY
.	O
Five	QUANTITY
thousand	O
refugees	O
are	O
expected	O
to	O
return	O
to	O
Sudan	LOCATION
by	O
April	O
.	O
The	O
rest	O
will	O
go	O
home	O
by	O
the	O
end	O
of	O
the	O
year	O
.	O
The	O
deal	O
is	O
one	O
of	O
several	O
involving	O
Sudan	LOCATION
reached	O
this	O
week	O
by	O
the	O
refugee	O
agency	O
and	O
Sudan	LOCATION
's	O
neighbors	O
.	O
""""	O
The	O
U.N.	ORGANISATION
says	O
the	O
other	O
agreements	O
will	O
allow	O
for	O
the	O
return	O
of	O
13,000	QUANTITY
Sudanese	O
refugees	O
living	O
in	O
the	O
Democratic	COUNTRY
Republic	O
of	O
Congo	ORGANISATION
,	O
and	O
for	O
the	O
return	O
of	O
nearly	O
7,000	O
Congolese	LOCATION
refugees	O
currently	ATTACKS
in	O
Sudan	LOCATION
.	O
""""	O
Police	ARMY
in	O
Japan	COUNTRY
say	O
a	O
teacher	O
stabbed	O
to	O
death	O
a	O
12	QUANTITY
-	O
year	O
-	O
old	O
girl	O
Saturday	DAY
in	O
the	O
country	O
's	O
third	O
killing	O
of	O
a	O
school	O
girl	O
in	O
less	O
than	O
three	QUANTITY
weeks	O
.	O
""""	O
Yu	O
Hagino	PERSON
,	O
23	QUANTITY
,	O
was	O
arrested	ATTACKS
at	O
the	O
murder	O
scene	O
,	O
a	O
school	O
in	O
the	O
western	O
city	O
of	O
Uji	O
.	O
""""	O
Police	ARMY
say	O
the	O
suspect	O
confessed	O
to	O
stabbing	O
the	O
girl	O
with	O
a	O
knife	O
after	O
arguing	O
with	O
her	O
.	O
The	O
killing	O
follows	O
the	O
recent	O
murders	O
of	O
two	QUANTITY
school	O
girls	O
in	O
the	O
space	O
of	O
just	O
over	O
a	O
week	O
.	O
The	O
two	QUANTITY
were	O
killed	ATTACKS
in	O
separate	O
incidents	O
as	O
they	O
walked	O
home	O
alone	O
from	O
elementary	O
school	O
along	O
deserted	O
roads	O
.	O
Radical	O
Islamic	O
cleric	O
Omar	DATE
Bakri	O
Mohammed	LOCATION
has	O
called	O
on	O
all	O
Muslims	LOCATION
to	O
leave	O
Europe	LOCATION
.	O
""""	O
In	O
an	O
interview	O
with	O
French	O
television	O
to	O
be	O
broadcast	O
Monday	DAY
,	O
Mr.	LOCATION
Bakri	O
says	O
Muslims	LOCATION
will	O
one	O
day	O
return	O
to	O
Europe	LOCATION
,	O
and	O
the	O
Islamic	O
flag	O
will	O
fly	O
over	O
Downing	O
Street	O
,	O
the	O
home	O
of	O
Britain	COUNTRY
's	O
prime	O
minister	O
.	O
""""	O
The	O
interview	O
took	QUANTITY
place	O
in	O
Beirut	O
where	O
Mr.	LOCATION
Bakri	O
lives	O
after	O
the	O
British	O
government	O
stripped	O
him	O
of	O
his	O
residency	O
in	O
its	O
campaign	O
to	O
rein	O
in	O
radical	O
Islamic	O
leaders	O
.	O
Mr.	LOCATION
Bakri	O
triggered	O
British	O
outrage	O
after	O
the	O
July	ORGANISATION
7	O
bombings	ATTACKS
in	O
London	COUNTRY
when	O
he	O
said	O
he	O
would	O
never	O
tip	O
off	O
police	ARMY
if	O
he	O
knew	O
a	O
Muslim	ORGANISATION
was	O
about	O
to	O
carry	O
out	O
an	O
attack	O
.	O
""""	O
In	O
the	O
France	O
3	O
interview	O
,	O
Mr.	LOCATION
Bakri	O
says	O
the	O
backgrounds	O
of	O
the	O
four	QUANTITY
suicide	QUANTITY
bombers	O
in	O
the	O
London	COUNTRY
attacks	ATTACKS
prove	O
the	O
message	O
of	O
al	ORGANISATION
-	O
Qaida	O
chief	PERSON
Osama	O
bin	O
Laden	O
has	O
reached	O
moderate	O
communities	O
.	O
""""	O
""""	O
Iran	COUNTRY
's	O
defense	O
minister	O
has	O
denounced	O
remarks	O
by	O
the	O
top	O
U.S.	COUNTRY
military	ARMY
commander	ARMY
,	O
who	O
said	O
Washington	LOCATION
has	O
not	O
ruled	O
out	O
the	O
use	O
of	O
force	O
against	O
Iran	COUNTRY
to	O
prevent	O
it	O
from	O
making	O
nuclear	COMPOUND
weapons	O
.	O
""""	O
Joint	O
Chiefs	ORGANISATION
of	O
Staff	LOCATION
Chairman	O
Mike	LOCATION
Mullen	O
said	O
Sunday	DAY
that	O
the	O
U.S.	COUNTRY
has	O
a	O
plan	O
to	O
strike	PERSON
Iran	COUNTRY
.	O
But	O
Admiral	O
Mullen	O
said	O
he	O
hopes	O
the	O
military	ARMY
option	O
is	O
not	O
needed	O
.	O
""""	O
Iran	COUNTRY
's	O
defense	O
minister	O
,	O
Brigadier	ORGANISATION
General	O
Ahmad	O
Vahidi	COUNTRY
,	O
said	O
Tuesday	DAY
that	O
U.S.	COUNTRY
threats	O
to	O
attack	O
his	O
country	O
violate	GOVERNMENT
the	O
United	COUNTRY
Nations	O
charter	O
.	O
""""	O
He	O
warned	O
that	O
Tehran	LOCATION
has	O
drawn	O
up	O
defensive	O
plans	O
that	O
would	O
make	O
its	O
enemies	O
regret	O
any	O
