text,entities
countries,O
rose,O
in,O
March,O
when,O
Colombia,O
attacked,O
a,O
rebel,O
camp,ORGANISATION
in,O
Ecuador,O
.,O
Venezuela,O
responded,O
by,O
sending,O
troops,ARMY
to,O
the,O
Colombian,O
border,O
.,O
"""",O
China,O
has,O
lashed,O
out,O
at,O
a,O
U.S.,COUNTRY
report,O
critical,O
of,O
Chinese,O
policies,O
on,O
religious,O
freedom,O
",",O
saying,O
such,O
criticism,O
could,O
harm,O
U.S.,COUNTRY
-,O
China,O
relations,GOVERNMENT
.,O
"""",O
"""",O
In,O
its,O
annual,TIME
report,O
issued,O
Wednesday,DAY
",",O
the,O
U.S.,COUNTRY
Commission,O
on,O
International,O
Religious,O
Freedom,O
said,O
China,O
continues,O
to,O
be,O
responsible,O
for,O
pervasive,QUANTITY
and,O
severe,O
violations,O
of,O
religious,O
freedom,O
",",O
regularly,O
imprisoning,O
and,O
harassing,O
religious,O
leaders,O
and,O
practitioners,GOVERNMENT
.,O
"""",O
In,O
a,O
statement,O
Saturday,DAY
Chinese,O
Foreign,O
Ministry,O
spokesman,O
Liu,QUANTITY
Jianchao,QUANTITY
accused,O
the,O
U.S.,COUNTRY
body,O
of,O
attempting,O
to,O
interfere,O
with,O
Chinese,O
internal,O
affairs,ARMY
under,O
the,O
guise,O
of,O
religious,O
freedom,O
.,O
He,O
said,O
such,O
criticism,O
runs,O
counter,O
to,O
the,O
good,O
development,O
of,O
U.S,O
-,O
China,O
relations,GOVERNMENT
.,O
"""",O
Liu,QUANTITY
said,O
China,O
protects,O
the,O
religious,O
freedom,O
of,O
Chinese,O
citizens,O
according,O
to,O
law,GOVERNMENT
",",O
and,O
that,O
citizens,O
enjoy,O
full,O
freedom,O
of,O
religion,O
.,O
"""",O
"""",O
China,O
's,O
communist,O
government,O
allows,O
worship,O
only,O
in,O
state,O
-,O
approved,O
and,O
state,O
-,O
monitored,GOVERNMENT
churches,O
",",O
temples,O
and,O
mosques,O
.,O
"""",O
People,O
who,O
worship,O
in,O
unauthorized,O
ways,O
are,O
subject,O
to,O
arrest,ATTACKS
.,O
"""",O
President,O
Bush,O
has,O
issued,O
14,QUANTITY
pardons,O
to,O
convicted,O
criminals,O
",",O
and,O
has,O
commuted,O
the,O
prison,O
sentences,O
of,O
two,O
others,COMPOUND
.,O
"""",O
"""",O
The,O
pardons,O
",",O
announced,O
Monday,DAY
",",O
include,O
no,O
high,O
-,O
profile,O
names,O
.,O
"""",O
"""",O
They,O
were,O
for,O
people,O
convicted,O
of,O
such,O
acts,EVENT
as,O
bank,O
embezzlement,O
",",O
making,O
FALSE,O
statements,ARMY
to,O
the,O
federal,ARMY
government,O
",",O
unlawfully,O
killing,O
wildlife,O
",",O
and,O
committing,O
drug,COMPOUND
offenses,O
.,O
"""",O
"""",O
Including,O
Monday,DAY
's,O
actions,O
",",O
Mr.,O
Bush,O
has,O
granted,O
171,O
pardons,O
and,O
commuted,O
eight,O
sentences,O
while,O
U.S.,COUNTRY
president,PERSON
.,O
"""",O
"""",O
Pardons,O
are,O
one,O
of,O
the,O
president,PERSON
's,O
absolute,O
powers,ARMY
",",O
and,O
in,O
recent,O
years,O
it,O
has,O
become,O
typical,O
for,O
the,O
president,PERSON
to,O
issue,O
pardons,O
as,O
he,O
prepares,O
to,O
leave,O
office,O
.,O
"""",O
"""",O
White,DAY
House,O
officials,O
say,O
he,O
made,O
the,O
pardon,PERSON
decisions,O
on,O
a,O
case,O
-,O
by,O
-,O
case,O
basis,O
",",O
and,O
will,O
continue,O
to,O
review,O
clemency,O
requests,O
.,O
"""",O
Uganda,COUNTRY
's,O
government,O
and,O
rebels,O
of,O
the,O
Lord,O
's,O
Resistance,O
Army,O
are,O
nearing,O
a,O
peace,BUILDINGS
deal,O
to,O
end,O
more,O
than,O
20,QUANTITY
years,O
of,O
conflict,O
.,O
Officials,O
close,O
to,O
the,O
negotiations,O
say,O
an,O
accord,O
signed,O
Friday,DAY
provides,O
for,O
the,O
disarmament,O
and,O
demobilization,O
of,O
the,O
LRA,O
.,O
The,O
two,O
sides,O
signed,O
a,O
permanent,O
cease,O
-,O
fire,O
agreement,O
last,O
Saturday,DAY
during,O
peace,BUILDINGS
talks,O
in,O
Sudan,LOCATION
.,O
"""",O
However,O
",",O
there,O
is,O
still,O
uncertainty,O
the,O
rebels,O
will,O
sign,O
the,O
final,O
peace,BUILDINGS
deal,O
until,O
rebel,O
leader,O
Joseph,O
Kony,PERSON
is,O
granted,O
immunity,O
from,O
international,O
prosecution,O
.,O
"""",O
Kony,PERSON
is,O
one,O
of,O
five,QUANTITY
LRA,O
officials,O
sought,O
by,O
the,O
International,O
Criminal,O
Court,O
for,O
alleged,O
war,ATTACKS
crimes,O
.,O
LRA,O
fighters,ARMY
are,O
accused,O
of,O
murdering,O
thousands,PERSON
of,O
civilians,O
and,O
raping,O
and,O
mutilating,O
others,COMPOUND
during,O
the,O
long,O
insurgency,O
in,O
northern,PERSON
Uganda,COUNTRY
.,O
World,DAY
number,O
one,O
men,O
's,O
tennis,O
player,O
Roger,O
Federer,O
has,O
been,O
nearly,O
unbeatable,O
in,O
the,O
past,COMPOUND
year,O
.,O
But,O
his,O
warmup,TIME
for,O
the,O
Australian,LOCATION
Open,O
has,O
abruptly,O
ended,O
with,O
a,O
rare,O
loss,O
.,O
The,O
Swiss,O
star,O
was,O
upset,O
Wednesday,DAY
by,O
German,O
Tommy,O
Haas,COUNTRY
in,O
the,O
opening,O
match,O
of,O
the,O
Kooyong,O
Classic,O
in,O
Melbourne,O
.,O
"""",O
Because,O
he,O
was,O
playing,O
in,O
exhibition,O
tournament,O
",",O
the,O
loss,O
will,O
not,O
count,O
on,O
his,O
Association,O
of,O
Tennis,COUNTRY
Professionals,O
Tour,QUANTITY
record,O
.,O
"""",O
"""",O
The,O
41st,O
ranked,O
Haas,COUNTRY
fended,O
off,O
three,QUANTITY
break,COMPOUND
points,O
while,O
serving,O
for,O
the,O
match,O
and,O
closed,O
a,O
03,O
-,O
Jun,O
",",O
06,O
-,O
Apr,O
",",O
06,O
-,O
Apr,O
win,O
with,O
an,O
ace,O
.,O
"""",O
"""",O
Federer,O
said,O
he,O
is,O
completely,O
healthy,O
and,O
has,O
no,O
concerns,O
that,O
the,O
ankle,ATTACKS
problem,O
that,O
curtailed,O
his,O
last,O
season,O
would,O
flare,O
up,O
before,O
the,O
Australian,LOCATION
Open,O
",",O
which,O
starts,O
Monday,DAY
.,O
"""",O
The,O
European,LOCATION
Space,BUILDINGS
Agency,O
says,O
it,O
has,O
received,O
the,O
first,O
images,O
and,O
scientific,ATTACKS
readings,O
from,O
the,O
surface,PERSON
of,O
Saturn,DAY
's,O
moon,O
Titan,COUNTRY
.,O
Officials,O
at,O
agency,O
headquarters,ARMY
in,O
Germany,O
Friday,DAY
say,O
information,O
taken,O
from,O
the,O
Huygens,O
space,O
probe,O
show,O
what,O
looks,O
like,O
drainage,O
channels,O
on,O
the,O
moon,O
.,O
They,O
say,O
the,O
surface,PERSON
has,O
canyons,O
that,O
were,O
most,O
likely,O
caused,O
by,O
some,O
type,O
of,O
liquid,O
.,O
The,O
space,O
probe,O
began,O
transmitting,O
data,O
to,O
the,O
Cassini,O
spacecraft,O
while,O
landing,O
on,O
Saturn,DAY
's,O
largest,O
moon,O
earlier,ARMY
Friday,DAY
.,O
"""",O
Scientists,PERSON
say,O
the,O
information,O
from,O
Huygens,O
-,O
operated,O
jointly,ATTACKS
by,O
the,O
American,COUNTRY
",",O
European,LOCATION
and,O
Italian,COUNTRY
space,O
agencies,O
-,O
may,O
provide,O
clues,O
about,O
how,O
primitive,O
Earth,O
evolved,O
into,O
a,O
life,O
-,O
bearing,O
planet,O
.,O
"""",O
"""",O
Ugandan,O
opposition,O
leader,O
Kizza,PERSON
Besigye,O
has,O
been,O
released,O
on,O
bail,O
",",O
after,O
a,O
judge,O
ruled,O
his,O
detention,O
by,O
the,O
military,ARMY
was,O
illegal,O
.,O
"""",O
Police,ARMY
fired,ATTACKS
tear,O
gas,O
to,O
disperse,O
hundreds,O
of,O
Dr.,O
Besigye,O
's,O
supporters,O
who,O
took,GOVERNMENT
to,O
the,O
streets,O
in,O
Kampala,PERSON
after,O
his,O
release,O
Monday,DAY
.,O
"""",O
Uganda,COUNTRY
's,O
military,ARMY
had,O
detained,O
Dr.,O
Besigye,O
since,O
November,DAY
",",O
when,O
he,O
returned,O
from,O
self,O
-,O
imposed,O
exile,O
to,O
run,O
against,O
President,O
Yoweri,O
Museveni,O
in,O
next,O
month,O
's,O
presidential,O
election,PERSON
.,O
"""",O
A,O
military,ARMY
tribunal,O
has,O
charged,O
Dr.,O
Besigye,O
with,O
terrorism,O
and,O
possessing,O
illegal,O
weapons,O
.,O
"""",O
But,O
a,O
Ugandan,O
High,O
Court,O
Judge,O
",",O
John,COUNTRY
Bosco,O
Katutsi,PERSON
",",O
said,O
his,O
detention,O
was,O
illegal,O
because,O
the,O
High,O
Court,O
had,O
suspended,O
the,O
military,ARMY
trial,O
.,O
"""",O
"""",O
Dr.,O
Besigye,O
still,O
faces,O
rape,O
charges,O
",",O
for,O
which,O
a,O
civilian,PERSON
trial,O
began,O
Monday,DAY
.,O
"""",O
"""",O
He,O
has,O
denied,O
all,O
the,O
charges,O
",",O
which,O
supporters,O
say,O
were,O
trumped,O
up,O
to,O
keep,O
him,O
from,O
running,O
for,O
president,PERSON
.,O
"""",O
U.S.,COUNTRY
President,O
Barack,O
Obama,O
says,O
improvements,O
in,O
the,O
American,COUNTRY
health,O
care,O
system,O
are,O
inevitable,O
.,O
"""",O
Mr.,O
Obama,O
made,O
his,O
comments,O
in,O
the,O
White,DAY
House,O
Rose,O
Garden,O
Monday,DAY
as,O
he,O
nominated,O
an,O
African,O
-,O
American,COUNTRY
woman,O
",",O
Regina,O
Benjamin,O
",",O
to,O
become,O
the,O
U.S.,COUNTRY
Surgeon,O
General,O
.,O
"""",O
"""",O
The,O
president,PERSON
said,O
"""",O
"""",O
naysayers,COMPOUND
and,O
cynics,O
"""",O
"""",O
should,O
not,O
bet,O
against,O
the,O
passage,O
of,O
health,O
insurance,O
legislation,O
.,O
"""",O
He,O
also,O
said,O
inaction,O
on,O
the,O
issue,O
is,O
not,O
an,O
option,O
.,O
Mr.,O
Obama,O
has,O
vowed,O
to,O
sign,O
a,O
health,O
care,O
bill,TREATY
into,O
law,GOVERNMENT
this,O
year,O
.,O
Democrats,GOVERNMENT
in,O
the,O
House,O
of,O
Representatives,O
say,O
they,O
are,O
nearly,O
ready,O
to,O
unveil,O
their,O
health,O
care,O
reform,O
plan,O
.,O
Controversy,O
over,O
extending,O
health,O
coverage,O
to,O
uninsured,O
Americans,COUNTRY
centers,O
on,O
how,O
to,O
pay,O
for,O
it,O
.,O
It,O
is,O
expected,O
to,O
cost,O
$,O
1,ARMY
trillion,O
over,O
10,QUANTITY
years,O
.,O
World,DAY
Bank,O
member,O
nations,O
meeting,O
in,O
Washington,LOCATION
have,O
approved,O
a,O
debt,O
relief,O
plan,O
for,O
17,QUANTITY
African,O
and,O
Latin,O
American,COUNTRY
countries,O
that,O
could,O
total,O
$,O
37,QUANTITY
billion,O
over,O
40,DAY
years,O
.,O
"""",O
World,DAY
Bank,O
President,O
Paul,O
Wolfowitz,O
said,O
two,O
-,O
thirds,O
of,O
the,O
bank,O
members,O
have,O
now,O
approved,O
the,O
plan,O
",",O
meaning,O
the,O
bank,O
could,O
start,COMPOUND
forgiving,O
debts,O
in,O
July,O
.,O
"""",O
"""",O
The,O
move,O
follows,O
July,O
's,O
pledge,GOVERNMENT
from,O
the,O
wealthy,O
G-8,O
countries,O
to,O
cancel,O
the,O
debt,O
of,O
the,O
world,O
's,O
poorest,O
countries,O
",",O
many,O
of,O
which,O
are,O
located,O
in,O
Africa,O
.,O
"""",O
"""",O
The,O
17,QUANTITY
countries,O
now,O
eligible,O
for,O
World,DAY
Bank,O
debt,O
relief,O
are,O
Benin,O
",",O
Bolivia,O
",",O
Burkina,O
Faso,DAY
",",O
Ethiopia,O
",",O
Ghana,O
",",O
Guyana,O
",",O
Honduras,O
",",O
Madagascar,O
",",O
Mali,O
",",O
Mozambique,LOCATION
",",O
Nicaragua,O
",",O
Niger,PERSON
",",O
Rwanda,O
",",O
Senegal,O
",",O
Tanzania,PERSON
",",O
Uganda,COUNTRY
and,O
Zambia,O
.,O
"""",O
Iran,COUNTRY
has,O
closed,O
government,O
offices,O
and,O
schools,O
in,O
Tehran,LOCATION
for,O
two,O
days,O
because,O
of,O
wind,O
-,O
blown,O
dust,O
that,O
has,O
polluted,O
the,O
capital,O
.,O
"""",O
Government,O
authorities,O
have,O
declared,O
Tuesday,DAY
and,O
Wednesday,DAY
a,O
public,EVENT
holiday,DAY
",",O
and,O
Iranian,COUNTRY
media,O
say,O
many,O
domestic,O
airline,O
flights,O
have,O
been,O
canceled,O
.,O
"""",O
Medical,O
authorities,O
are,O
advising,O
people,O
with,O
heart,ORGANISATION
and,O
respiratory,O
problems,O
to,O
stay,O
inside,O
.,O
Iran,COUNTRY
's,O
Press,O
TV,O
says,O
Tehran,LOCATION
's,O
Air,O
Quality,O
Control,O
Company,ORGANISATION
has,O
found,ATTACKS
the,O
amount,O
of,O
potentially,O
harmful,O
particulate,TIME
in,O
the,O
air,O
has,O
reached,O
dangerous,ARMY
levels,O
.,O
"""",O
The,O
dust,O
has,O
blown,O
in,O
from,O
Saudi,O
Arabia,O
and,O
neighboring,O
Iraq,COUNTRY
",",O
where,O
a,O
severe,O
sandstorm,ARMY
recently,O
blanketed,O
the,O
capital,O
",",O
Baghdad,LOCATION
.,O
"""",O
"""",O
Sandstorms,O
can,O
be,O
caused,O
by,O
heavy,O
winds,O
blowing,O
across,O
deserts,O
",",O
or,O
across,O
land,O
that,O
has,O
lost,O
its,O
fertile,ARMY
top,O
soil,COMPOUND
and,O
greenery,O
.,O
"""",O
Shortly,DAY
before,O
midnight,O
a,O
suicide,ATTACKS
bomber,O
blew,O
himself,O
up,O
in,O
a,O
crowd,O
of,O
young,O
Israelis,O
waiting,O
to,O
get,O
into,O
a,O
beachfront,O
nightclub,O
in,O
Tel,O
Aviv,PERSON
.,O
Israeli,O
police,ARMY
say,O
the,O
bomber,O
was,O
spotted,O
and,O
prevented,O
from,O
entering,O
the,O
club,O
.,O
They,O
say,O
if,O
he,O
had,O
gotten,O
inside,O
the,O
carnage,O
would,O
have,O
been,O
even,GOVERNMENT
worse,O
.,O
It,O
is,O
unclear,O
who,O
was,O
behind,O
the,O
attack,O
with,O
major,O
Palestinian,DAY
militant,O
groups,O
saying,O
they,O
had,O
nothing,O
to,O
do,O
with,O
it,O
.,O
"""",O
A,O
statement,O
released,O
by,O
Palestinian,DAY
President,O
Mahmoud,O
Abbas,O
in,O
Ramallah,O
vowed,O
to,O
track,O
down,O
and,O
punish,O
those,O
responsible,O
",",O
saying,O
this,O
was,O
an,O
attempt,O
to,O
sabotage,O
the,O
peace,BUILDINGS
process,O
.,O
"""",O
The,O
bombing,O
shatters,O
weeks,O
of,O
calm,GOVERNMENT
after,O
Mr.,O
Abbas,O
declared,O
a,O
truce,O
during,O
a,O
summit,O
with,O
Israeli,O
Prime,O
Minister,O
Ariel,O
Sharon,O
in,O
Egypt,O
earlier,ARMY
this,O
month,O
.,O
Indonesian,O
officials,O
say,O
they,O
have,O
signed,O
an,O
initial,O
agreement,O
with,O
Russia,O
to,O
build,O
a,O
space,O
launch,O
center,O
on,O
the,O
remote,O
island,O
of,O
Biak,O
off,O
the,O
coast,ARMY
of,O
Papua,O
New,O
Guinea,O
.,O
An,O
Indonesian,O
foreign,O
ministry,O
spokesman,O
says,O
senior,O
officials,O
from,O
both,O
countries,O
reached,O
the,O
preliminary,O
agreement,O
last,O
week,O
.,O
"""",O
They,O
say,O
the,O
island,O
is,O
well,O
-,O
suited,O
for,O
the,O
project,O
because,O
of,O
its,O
proximity,O
to,O
the,O
equator,O
",",O
which,O
makes,O
it,O
easier,O
to,O
launch,O
satellites,O
into,O
some,O
Earth,O
orbits,O
.,O
"""",O
The,O
spokesman,O
says,O
a,O
formal,O
agreement,O
on,O
the,O
project,O
will,O
be,O
signed,O
in,O
June,O
when,O
Indonesian,O
President,O
Susilo,O
Bambang,O
Yudhoyono,O
is,O
scheduled,O
to,O
visit,ARMY
Moscow,O
.,O
An,O
Algerian,O
man,O
goes,GOVERNMENT
on,O
trial,O
Monday,DAY
in,O
France,O
for,O
terrorist,O
attacks,ATTACKS
on,O
the,O
Paris,LOCATION
subway,O
in,O
1995,DATE
.,O
Prosecutors,O
say,O
Rachid,O
Ramda,O
helped,O
fund,O
at,O
least,O
three,QUANTITY
bombings,ATTACKS
on,O
the,O
Paris,LOCATION
metro,O
.,O
"""",O
If,O
he,O
is,O
convicted,O
",",O
Ramda,O
could,O
get,O
life,O
in,O
prison,O
.,O
"""",O
The,O
38,QUANTITY
-,O
year,O
-,O
old,O
is,O
already,O
serving,O
a,O
10,QUANTITY
-,O
year,O
sentence,O
in,O
France,O
after,O
he,O
was,O
convicted,O
last,O
year,O
on,O
terrorism,O
charges,O
.,O
Police,ARMY
say,O
Ramda,O
operated,O
from,O
London,COUNTRY
where,O
investigators,O
say,O
they,O
found,ATTACKS
evidence,O
that,O
he,O
sent,O
money,COMPOUND
to,O
terrorists,O
.,O
He,O
is,O
accused,O
of,O
helping,O
fund,O
attacks,ATTACKS
carried,O
out,O
by,O
an,O
Algerian,O
militant,O
organization,O
the,O
Armed,O
Islamic,O
Group,O
.,O
British,O
police,ARMY
arrested,O
Ramda,O
in,O
1995,DATE
.,O
He,O
fought,O
extradition,O
to,O
France,O
for,O
10,QUANTITY
years,O
.,O
"""",O
In,O
Monday,DAY
's,O
trial,O
",",O
Ramda,O
is,O
facing,O
charges,O
of,O
being,O
an,O
accomplice,ARMY
to,O
at,O
least,O
three,QUANTITY
bombings,ATTACKS
on,O
the,O
Paris,LOCATION
subway,O
",",O
including,O
the,O
July,O
25,QUANTITY
",",O
1995,DATE
attack,O
that,O
killed,ATTACKS
eight,O
people,O
and,O
injured,O
more,O
than,O
150,O
.,O
"""",O
The,O
United,COUNTRY
Nations,O
says,O
Sudanese,O
refugees,O
have,O
begun,O
returning,O
from,O
the,O
Central,O
African,O
Republic,LOCATION
under,O
a,O
new,O
deal,O
between,O
the,O
countries,O
and,O
the,O
U.N.,O
refugee,O
agency,O
.,O
"""",O
The,O
U.N.,O
says,O
the,O
deal,O
",",O
which,O
was,O
signed,O
Wednesday,DAY
",",O
will,O
allow,O
some,O
"16,000",QUANTITY
Sudanese,O
refugees,O
living,O
in,O
the,O
CAR,O
to,O
voluntarily,GOVERNMENT
return,O
home,O
.,O
"""",O
It,O
says,O
the,O
first,O
group,O
of,O
refugees,O
was,O
scheduled,O
to,O
fly,O
home,O
Thursday,DAY
.,O
Five,QUANTITY
thousand,O
refugees,O
are,O
expected,O
to,O
return,O
to,O
Sudan,LOCATION
by,O
April,O
.,O
The,O
rest,O
will,O
go,O
home,O
by,O
the,O
end,O
of,O
the,O
year,O
.,O
The,O
deal,O
is,O
one,O
of,O
several,O
involving,O
Sudan,LOCATION
reached,O
this,O
week,O
by,O
the,O
refugee,O
agency,O
and,O
Sudan,LOCATION
's,O
neighbors,O
.,O
"""",O
The,O
U.N.,O
says,O
the,O
other,O
agreements,O
will,O
allow,O
for,O
the,O
return,O
of,O
"13,000",QUANTITY
Sudanese,O
refugees,O
living,O
in,O
the,O
Democratic,TIME
Republic,LOCATION
of,O
Congo,O
",",O
and,O
for,O
the,O
return,O
of,O
nearly,O
"7,000",QUANTITY
Congolese,O
refugees,O
currently,ARMY
in,O
Sudan,LOCATION
.,O
"""",O
Police,ARMY
in,O
Japan,O
say,O
a,O
teacher,O
stabbed,O
to,O
death,O
a,O
12,QUANTITY
-,O
year,O
-,O
old,O
girl,O
Saturday,DAY
in,O
the,O
country,O
's,O
third,O
killing,O
of,O
a,O
school,O
girl,O
in,O
less,O
than,O
three,QUANTITY
weeks,O
.,O
"""",O
Yu,O
Hagino,O
",",O
23,QUANTITY
",",O
was,O
arrested,O
at,O
the,O
murder,O
scene,O
",",O
a,O
school,O
in,O
the,O
western,O
city,O
of,O
Uji,O
.,O
"""",O
Police,ARMY
say,O
the,O
suspect,O
confessed,O
to,O
stabbing,O
the,O
girl,O
with,O
a,O
knife,O
after,O
arguing,O
with,O
her,O
.,O
The,O
killing,O
follows,O
the,O
recent,O
murders,O
of,O
two,O
school,O
girls,O
in,O
the,O
space,O
of,O
just,O
over,O
a,O
week,O
.,O
The,O
two,O
were,O
killed,ATTACKS
in,O
separate,O
incidents,O
as,O
they,O
walked,O
home,O
alone,O
from,O
elementary,ARMY
school,O
along,O
deserted,O
roads,O
.,O
Radical,O
Islamic,O
cleric,O
Omar,O
Bakri,O
Mohammed,O
has,O
called,O
on,O
all,O
Muslims,O
to,O
leave,O
Europe,O
.,O
"""",O
In,O
an,O
interview,O
with,O
French,O
television,O
to,O
be,O
broadcast,O
Monday,DAY
",",O
Mr.,O
Bakri,O
says,O
Muslims,O
will,O
one,O
day,O
return,O
to,O
Europe,O
",",O
and,O
the,O
Islamic,O
flag,O
will,O
fly,O
over,O
Downing,O
Street,O
",",O
the,O
home,O
of,O
Britain,COUNTRY
's,O
prime,O
minister,O
.,O
"""",O
The,O
interview,O
took,GOVERNMENT
place,O
in,O
Beirut,O
where,O
Mr.,O
Bakri,O
lives,O
after,O
the,O
British,O
government,O
stripped,O
him,O
of,O
his,O
residency,O
in,O
its,O
campaign,O
to,O
rein,O
in,O
radical,O
Islamic,O
leaders,O
.,O
Mr.,O
Bakri,O
triggered,O
British,O
outrage,O
after,O
the,O
July,O
7,O
bombings,ATTACKS
in,O
London,COUNTRY
when,O
he,O
said,O
he,O
would,O
never,O
tip,O
off,O
police,ARMY
if,O
he,O
knew,O
a,O
Muslim,ORGANISATION
was,O
about,O
to,O
carry,O
out,O
an,O
attack,O
.,O
"""",O
In,O
the,O
France,O
3,O
interview,O
",",O
Mr.,O
Bakri,O
says,O
the,O
backgrounds,O
of,O
the,O
four,QUANTITY
suicide,ATTACKS
bombers,O
in,O
the,O
London,COUNTRY
attacks,ATTACKS
prove,O
the,O
message,O
of,O
al,O
-,O
Qaida,O
chief,PERSON
Osama,O
bin,O
Laden,O
has,O
reached,O
moderate,ARMY
communities,O
.,O
"""",O
"""",O
Iran,COUNTRY
's,O
defense,O
minister,O
has,O
denounced,O
remarks,O
by,O
the,O
top,O
U.S.,COUNTRY
military,ARMY
commander,ARMY
",",O
who,O
said,O
Washington,LOCATION
has,O
not,O
ruled,O
out,O
the,O
use,O
of,O
force,O
against,O
Iran,COUNTRY
to,O
prevent,O
it,O
from,O
making,O
nuclear,COMPOUND
weapons,O
.,O
"""",O
Joint,O
Chiefs,O
of,O
Staff,DAY
Chairman,O
Mike,O
Mullen,O
said,O
Sunday,DAY
that,O
the,O
U.S.,COUNTRY
has,O
a,O
plan,O
to,O
strike,O
Iran,COUNTRY
.,O
But,O
Admiral,O
Mullen,O
said,O
he,O
hopes,O
the,O
military,ARMY
option,O
is,O
not,O
needed,O
.,O
"""",O
Iran,COUNTRY
's,O
defense,O
minister,O
",",O
Brigadier,O
General,O
Ahmad,O
Vahidi,O
",",O
said,O
Tuesday,DAY
that,O
U.S.,COUNTRY
threats,O
to,O
attack,O
his,O
country,O
violate,GOVERNMENT
the,O
United,COUNTRY
Nations,O
charter,O
.,O
"""",O
He,O
warned,O
that,O
Tehran,LOCATION
has,O
drawn,O
up,O
defensive,QUANTITY
plans,O
that,O
would,O
make,O
its,O
enemies,O
regret,O
any,O
attack,O
.,O
The,O
United,COUNTRY
States,O
and,O
other,O
Western,O
countries,O
accuse,O
Iran,COUNTRY
of,O
secretly,O
developing,O
nuclear,COMPOUND
weapons,O
under,O
cover,COMPOUND
of,O
a,O
civilian,PERSON
energy,COMPOUND
program,O
-,O
a,O
charge,O
Iran,COUNTRY
denies,O
.,O
Admiral,O
Mullen,O
said,O
he,O
hopes,O
the,O
combination,O
of,O
sanctions,O
and,O
diplomatic,O
efforts,O
will,O
resolve,O
the,O
dispute,O
.,O
Georgia,O
's,O
president,PERSON
has,O
announced,O
plans,O
for,O
his,O
country,O
to,O
get,O
emergency,ARMY
natural,O
gas,O
supplies,O
from,O
Iran,COUNTRY
to,O
help,O
end,O
the,O
country,O
's,O
shortage,O
of,O
both,O
gas,O
and,O
electricity,O
.,O
"""",O
President,O
Mikhail,O
Saakashvili,O
told,O
cabinet,O
members,O
Friday,DAY
that,O
gas,O
from,O
Iran,COUNTRY
is,O
expected,O
to,O
begin,O
flowing,O
into,O
Georgia,O
beginning,O
Sunday,DAY
or,O
",",O
at,O
the,O
latest,O
",",O
Monday,DAY
.,O
"""",O
Residents,O
in,O
the,O
former,O
Soviet,O
republic,TREATY
have,O
been,O
enduring,O
freezing,O
weather,O
with,O
limited,O
supplies,O
after,O
explosions,GOVERNMENT
on,O
pipelines,O
delivering,O
Russian,LOCATION
natural,O
gas,O
.,O
"""",O
Russian,LOCATION
authorities,O
deny,O
Georgian,COUNTRY
charges,O
that,O
they,O
deliberately,O
cut,O
supplies,O
",",O
and,O
insist,O
the,O
pipelines,O
were,O
sabotaged,ARMY
.,O
"""",O
Repairs,O
are,O
due,O
to,O
be,O
completed,O
by,O
Sunday,DAY
.,O
Georgia,O
is,O
heavily,O
dependent,O
on,O
Russian,LOCATION
natural,O
gas,O
.,O
President,O
Saakashvili,O
says,O
the,O
agreement,O
with,O
Iran,COUNTRY
shows,O
his,O
country,O
has,O
alternative,O
sources,O
.,O
"""",O
Millions,O
of,O
Georgians,O
have,O
also,O
been,O
without,O
electricity,O
because,O
of,O
a,O
breakdown,O
of,O
a,O
unit,O
at,O
a,O
power,O
station,O
",",O
as,O
well,O
as,O
downed,O
power,O
lines,O
.,O
"""",O
"""",O
Peru,O
's,O
former,O
President,O
",",O
Alberto,O
Fujimori,O
",",O
has,O
told,O
authorities,O
he,O
is,O
trying,O
to,O
form,O
a,O
political,EVENT
alliance,O
to,O
support,O
his,O
bid,O
to,O
run,O
in,O
next,O
April,O
's,O
presidential,O
election,PERSON
.,O
"""",O
"""",O
In,O
a,O
visit,ARMY
to,O
the,O
Peruvian,DAY
consulate,O
in,O
Tokyo,O
Wednesday,DAY
",",O
Mr.,O
Fujimori,O
had,O
his,O
signature,O
validated,O
on,O
a,O
document,O
joining,O
his,O
Si,O
Cumple,O
party,O
with,O
two,O
other,O
political,EVENT
parties,O
.,O
"""",O
"""",O
The,O
consulate,O
said,O
it,O
notarized,O
his,O
signature,O
",",O
but,O
not,O
the,O
contents,O
of,O
the,O
document,O
.,O
"""",O
"""",O
The,O
disgraced,O
ex,O
-,O
president,PERSON
and,O
son,O
of,O
Japanese,O
parents,O
fled,O
to,O
Japan,O
in,O
2000,QUANTITY
",",O
where,O
he,O
was,O
granted,O
citizenship,O
.,O
"""",O
The,O
exiled,O
president,PERSON
is,O
wanted,O
in,O
Peru,O
to,O
face,O
charges,O
of,O
corruption,O
and,O
human,O
rights,O
abuses,O
related,O
to,O
the,O
death,O
squad,O
murders,O
of,O
25,QUANTITY
people,O
.,O
"""",O
Mr.,O
Fujimori,O
",",O
Peru,O
's,O
hard,O
-,O
line,O
ruler,O
from,O
1990,DATE
to,O
2000,QUANTITY
",",O
has,O
denied,O
the,O
charges,O
",",O
calling,O
them,O
politically,O
motivated,O
.,O
"""",O
Tokyo,O
has,O
refused,O
requests,O
from,O
Lima,O
for,O
his,O
extradition,O
.,O
"""",O
The,O
British,O
Embassy,O
in,O
Sudan,LOCATION
's,O
capital,O
has,O
re,COMPOUND
-,O
opened,O
to,O
the,O
public,EVENT
",",O
four,QUANTITY
days,O
after,O
it,O
was,O
